ordinal,original_pts_ns,original_dts_ns,writer_origin_ns,appsrc_pts_ns,appsrc_dts_ns,appsrc_duration_ns,mux_pts_ns,mux_dts_ns,mux_duration_ns,vcl_sha256,mux_raw_sha256,file_sample_index,native_pts_tick,native_dts_tick,native_duration_tick,timescale,forward_pts_tick,forward_dts_tick,forward_duration_tick
93,3066666666,3066666666,0,3066666666,3066666666,33333334,3066666666,3066666666,33333333,122f7f40444c5b940fe7dd89ad423a174ee97a66adc469da9d2eb58702232d43,7cb0037326ff404abc9325bfab7cdf4db33ead641688ce9d5777c8b176df2a24,92,9200,9200,100,3000,9200,9200,100
94,3100000000,3100000000,0,3100000000,3100000000,33333333,3100000000,3100000000,33333333,6e10d6424cab76430c912f1cc8b517d37ee6dcb144fb9b1b5a725d18391c1fef,c8fb29b994a251a6bbc5a2f0ac7de86ce1451afbbe17c4f6d8e94ec480ac451c,93,9300,9300,100,3000,9300,9300,100
95,3133333333,3133333333,0,3133333333,3133333333,33333333,3133333333,3133333333,33333333,fa99e1e622684474db74e9e48abaa50bd41d9636d07683a14cffc713cd5c308c,1c13ee112601d5513a50405e63e52c7882672fb169bfe43796693dd0cfb546cb,94,9400,9400,100,3000,9400,9400,100
96,3166666666,3166666666,0,3166666666,3166666666,33333334,3166666666,3166666666,33333333,01846aeafaf53753ab6d3690c6d4a4694b6b3120403734e6f25cdfeb17f5ad71,761efee4000545f4bd6f180b91805fabe6a06a96f5273d121e351dba540e4a34,95,9500,9500,100,3000,9500,9500,100
97,3200000000,3200000000,0,3200000000,3200000000,33333333,3200000000,3200000000,33333333,81cad0db243b2796d8fff9af776a97af8de69337b24847552390ec108bafbe2b,862a9ba4461345b9fbd74324217af9ff6026ef9e24ee6111d0919605795b9394,96,9600,9600,100,3000,9600,9600,100
98,3233333333,3233333333,0,3233333333,3233333333,33333333,3233333333,3233333333,33333333,3df6cb26fb44cb397b6bdabf74736f52b912b1040434decf29ea6226758c02ce,09e09479eb2a8719b99a90eda854ec0baed11e7e7214026a838058cffbdd5d7e,97,9700,9700,100,3000,9700,9700,100
99,3266666666,3266666666,0,3266666666,3266666666,33333334,3266666666,3266666666,33333333,e219c9d7df8a7e8bc7b7475b9eb319f33ea83b2fd9ddb3c9eaf42b06d959eaf1,df1670dda14fd51636a09ecfe3b1012d798b7b8d9c3c9a1c2e0c6720952564c6,98,9800,9800,100,3000,9800,9800,100
100,3300000000,3300000000,0,3300000000,3300000000,33333333,3300000000,3300000000,33333333,cb194f5fac88cb4ff0e4e4e53956a996aadaca53ce97b67d8c87ac8977ca2502,28be07481eff026aae5ca29fd40fb9b5d33f064d3ca7e7c76923e3168c90311f,99,9900,9900,100,3000,9900,9900,100
101,3333333333,3333333333,0,3333333333,3333333333,33333333,3333333333,3333333333,33333333,46a1c115145b69db224b0c58161c9abdd73116ab56a5a527035ad1469b5d4b52,ae41e536efc7d919084329dbe4a53b4e92544b8b6b399be4895d3b11ac8d9aaa,100,10000,10000,100,3000,10000,10000,100
102,3366666666,3366666666,0,3366666666,3366666666,33333334,3366666666,3366666666,33333333,3abdea716d260865f8192262f9f330b19b6144c6ae98a7e655488cf28cc6934b,92d450a5bb24bcc16f116a84bfa446a9c5f50370a3397b57fc9c3d7516c8bbba,101,10100,10100,100,3000,10100,10100,100
103,3400000000,3400000000,0,3400000000,3400000000,33333333,3400000000,3400000000,33333333,3faaf163fe78205125d7bcd94e405bfb73c58c44d46dafe85e2b9dd7c7cf21c0,fc856f7cee14f9318eef0f263e04827bf92630d632622d17ed26d4b3a33f0920,102,10200,10200,100,3000,10200,10200,100
104,3433333333,3433333333,0,3433333333,3433333333,33333333,3433333333,3433333333,33333333,813fa730de2922c8337975dc1e1439f43930e6a5c88a2c1a44c1f27e9a445f6a,6caa58d524b59b3399ff2126367e4357e3d40280e7f27f6eab877496443634e6,103,10300,10300,100,3000,10300,10300,100
105,3466666666,3466666666,0,3466666666,3466666666,33333334,3466666666,3466666666,33333333,d4ae71016d4e6abc5765d9a17764d3a4f5ace76834146c6655088bb225c13235,9b1c72bc5611c9898399b56f8a94b5dd1bda97ee3efc26c7cc1abf0b9624457c,104,10400,10400,100,3000,10400,10400,100
106,3500000000,3500000000,0,3500000000,3500000000,33333333,3500000000,3500000000,33333333,70741e907ac45308f0b5e84356fdc4440ee8c52915d62677714a669b283603ae,bd322156fab721d69a594462c76a930ab0c617649334fd4129e9e51174af7b17,105,10500,10500,100,3000,10500,10500,100
107,3533333333,3533333333,0,3533333333,3533333333,33333333,3533333333,3533333333,33333333,404e30606758d1dd7d37c21b314e38c99a79ca1845eedf177a42aabc5579a52e,961e153b425250610f9eab43b2add0041a2d74c23dce96dafa191b5bf608e3e4,106,10600,10600,100,3000,10600,10600,100
108,3566666666,3566666666,0,3566666666,3566666666,33333334,3566666666,3566666666,33333333,8bd3fed54db035ae4ebcb81f5e6420dee00daae731e36f56cee35c4521faa8b3,094bcea85eae4953e23586fd04f13fc1102ae85caf0c014605fe267c1fe05e1e,107,10700,10700,100,3000,10700,10700,100
109,3600000000,3600000000,0,3600000000,3600000000,33333333,3600000000,3600000000,33333333,7aa558e2741a6e3c11f8141c9beac76d98f1a310910a2795a8dc0367ad310b10,360036b7fb2d94b646ba7d55fcd11002543ded3eea1413958ee81e608648b9a4,108,10800,10800,100,3000,10800,10800,100
110,3633333333,3633333333,0,3633333333,3633333333,33333333,3633333333,3633333333,33333333,bff8f57e4c40390eec2335997671664656b3aa3dd3d3b2088e916d869e96cecd,202e162acfb88bc276b0858336401a5a90f224477eb6c760168493a4b9db9ef5,109,10900,10900,100,3000,10900,10900,100
111,3666666666,3666666666,0,3666666666,3666666666,33333334,3666666666,3666666666,33333333,222abcfc9486eb2e14e67166b29b64a66364a793d7bfe3d1f0073b61302b9963,17405ceada7257122d7c6d10cef08af66f26cf6620a8f088e9e81a7daa4ec7cc,110,11000,11000,100,3000,11000,11000,100
112,3700000000,3700000000,0,3700000000,3700000000,33333333,3700000000,3700000000,33333333,00ec06e60f050e9b2b1cac6f455c37c8953b7eb9e12c6dc26b0176eb037ee6a3,e09bdbd952d5824abfed53acadd09625d17f1a68df66be67471b56364d6086f3,111,11100,11100,100,3000,11100,11100,100
113,3733333333,3733333333,0,3733333333,3733333333,33333333,3733333333,3733333333,33333333,3d258f1e39ec462f04ec0a9727eaa7cf7786229274a62b743d09707a744a68ea,5d8d1d138541bc2517fa08fe45aff7a96d696edae6819bbf23413c55a2112b63,112,11200,11200,100,3000,11200,11200,100
114,3766666666,3766666666,0,3766666666,3766666666,33333334,3766666666,3766666666,33333333,76281c90b056617296e21175cf24937c2e527a230c168daf714ab7a87e77dc5c,d9e360ba75504fa3528063fbd5bb964bc1e52b5fcdcd57859398cb5b396ebfea,113,11300,11300,100,3000,11300,11300,100
115,3800000000,3800000000,0,3800000000,3800000000,33333333,3800000000,3800000000,33333333,d3fc92bdc96de666074c0cd800c858919314610a6d4d833a8ea69f367222035d,5103a9b4303189c0cbb52ebf0f3b7b0a4f8d4d7a160821c5b18bc44b41d65841,114,11400,11400,100,3000,11400,11400,100
116,3833333333,3833333333,0,3833333333,3833333333,33333333,3833333333,3833333333,33333333,33be628e8ab3b640c16aade666ac7d2254acaed496d244b61bf237378ff5af8f,5311097f1eb811df4ee946bc2a297f8f5d77ba8ae2007ac3cbab7697acf192db,115,11500,11500,100,3000,11500,11500,100
117,3866666666,3866666666,0,3866666666,3866666666,33333334,3866666666,3866666666,33333333,bf87fe26d5d29412e7ca916d3b20f92fb036d9d221bbe3c388885f193b03dc3c,85d1254acec96945087cf6fbe54de95cc0a28b9a51c9660f32d52b683e13bdaa,116,11600,11600,100,3000,11600,11600,100
118,3900000000,3900000000,0,3900000000,3900000000,33333333,3900000000,3900000000,33333333,d5b9411f766118538bcaa9ffffb36fb314b48413489648a71898fb1e9e77ab48,35f7b9564d63ec91b0fe49b8ec4910c34f19aabf09364ba7e90dc02ebd5443fe,117,11700,11700,100,3000,11700,11700,100
119,3933333333,3933333333,0,3933333333,3933333333,33333333,3933333333,3933333333,33333333,871fbff71114748c6f5b51963f23ad06517934521ee85d44e7cdb2ac1ad81e7f,e5eebc655f42c84b052d6cc99164604850d268d9cb60effd626fb3b29ccb5c7d,118,11800,11800,100,3000,11800,11800,100
120,3966666666,3966666666,0,3966666666,3966666666,33333334,3966666666,3966666666,33333333,aaf7314d5c238e881289a0cc258de3dd0cf35d91b3353fbdbb2d6ff1c75fac3c,adf876446fa437028a07b8b98e5758e41f8ce9f39a1b38861d2845c550b8a106,119,11900,11900,100,3000,11900,11900,100
121,4000000000,4000000000,0,4000000000,4000000000,33333333,4000000000,4000000000,33333333,884b983edd95fa66234de12874d9bda4489938bfe8da960593aac54c422ec73e,f44dc50bd97cf50e7dba0e57e9e0be538725faec6acf09b0d0a195f299aa0093,120,12000,12000,100,3000,12000,12000,100
122,4033333333,4033333333,0,4033333333,4033333333,33333333,4033333333,4033333333,33333333,080a120db8371b9f73a97e5c2a5a76af6fe4c947cda461a594429d26e4c312a5,8c955592afc5a4b268cf48aa4b4534efe8676035d3c42945f2984c659ebc044e,121,12100,12100,100,3000,12100,12100,100
123,4066666666,4066666666,0,4066666666,4066666666,33333334,4066666666,4066666666,33333333,1e9cbf18c57e0d00c392b4ae95ef9bbe85a072834574385e98fa21cb9c712bd6,8b57e4d981bedd78dbecbf681adf4dca84ac5453949a40995163fd474b4fa4c5,122,12200,12200,100,3000,12200,12200,100
124,4100000000,4100000000,0,4100000000,4100000000,33333333,4100000000,4100000000,33333333,e4d7fc441443d7727dcad10da2d456254d2a84c10dd0538b59ce6ee2805a6045,97b106c3d686591baea33c161b720b283a38e7d3fd8ed76d44727612f1ba63e5,123,12300,12300,100,3000,12300,12300,100
125,4133333333,4133333333,0,4133333333,4133333333,33333333,4133333333,4133333333,33333333,5fb90c4dddda674ca3db9ded25271e9c87405075869e019e687c2ba3dd959618,402005358be09fa08797d7af080d4f7309411c052eb9c1a80a81606c1eda1c0f,124,12400,12400,100,3000,12400,12400,100
126,4166666666,4166666666,0,4166666666,4166666666,33333334,4166666666,4166666666,33333333,f09989dd0107e4372a718532383d4e157e6e1d8ad1ca06de61531b1fa6665bc0,b36cff23909d2a8b6a20d472e202061fd5d4b2df1e3be1970750fa298cbb174b,125,12500,12500,100,3000,12500,12500,100
127,4200000000,4200000000,0,4200000000,4200000000,33333333,4200000000,4200000000,33333333,162c53ac4be5250d2b1794835997be861cc5a1e23084eb43802ebc07fcc218a1,1d780128986e9e8104902ac809e71e99520e67cba351cadef225914d36c6cada,126,12600,12600,100,3000,12600,12600,100
128,4233333333,4233333333,0,4233333333,4233333333,33333333,4233333333,4233333333,33333333,1171262901348d1a190572a1a1ddf8b5bbb7f0114a2afdaa1ac713c2c20270ac,7b47af581a3a18b3912aa1522a55ecdb217c3d7841ae07351f18d95d323d6736,127,12700,12700,100,3000,12700,12700,100
129,4266666666,4266666666,0,4266666666,4266666666,33333334,4266666666,4266666666,33333333,99be71674b420377093cac95f4bff88fbb79af94611c1af2755c3e926c536735,5fbc7fd2f3fa718fa8aed87e9e0366958b13eff98b75534fa00c559bf2f4f6be,128,12800,12800,100,3000,12800,12800,100
130,4300000000,4300000000,0,4300000000,4300000000,33333333,4300000000,4300000000,33333333,b1ec03cfd77e40cc00835b7ae06249b415469fefb9a1c698c0fde835dc874a6b,6609b3a91069cd9182a06e579e1fe99fcdaa392ca73a262b6020f8e07e7028b6,129,12900,12900,100,3000,12900,12900,100
131,4333333333,4333333333,0,4333333333,4333333333,33333333,4333333333,4333333333,33333333,fade6f9411bcf3e1711cd081cd51f3628d0cb87a72c0737e20d2204c381c2180,be4bb8823eaf7f548263c6c20a320f8733d7ff32733c0072c2de9ce99481b037,130,13000,13000,100,3000,13000,13000,100
132,4366666666,4366666666,0,4366666666,4366666666,33333334,4366666666,4366666666,33333333,b7b26fd87d4fec6ebc63e4d7868e174f80e019e02bafeca1954fc6edec63d603,9d601bef7e547e6cb30429af63b7f877bf913b92f072fe2e11f01bf030a5d2ea,131,13100,13100,100,3000,13100,13100,100
133,4400000000,4400000000,0,4400000000,4400000000,33333333,4400000000,4400000000,33333333,d7dce8dd7ebf18261e5ee3ca5b70935d7102c7df8ad4b8d5bf0b4def4915773d,23dc85f4f019c8b65ddcb74bebad052a8d41f73e794094205fbdd643b11a91ef,132,13200,13200,100,3000,13200,13200,100
134,4433333333,4433333333,0,4433333333,4433333333,33333333,4433333333,4433333333,33333333,ae5ff15aedab85260d323d9ab0a3a97d96538c3a72f4c7c843842221dc8f4eab,e987c91685fa9c972dd78105c12c2259beae14d8a596c1a10afe15fff9ec6318,133,13300,13300,100,3000,13300,13300,100
135,4466666666,4466666666,0,4466666666,4466666666,33333334,4466666666,4466666666,33333333,4db54ea40fb732aad8da91fc04989500ccc3647aa3bf18478083e991924c35e1,4bd2d1033eb1a88306e10a8e505deec74e5b9b1a80989d420529b0d22b976329,134,13400,13400,100,3000,13400,13400,100
136,4500000000,4500000000,0,4500000000,4500000000,33333333,4500000000,4500000000,33333333,a2e29037dff4f295c733bd820eef5f7c4e41663c4b1f6a205cdf64f80a7eeb0c,1b7ccb4856967ccb17d9e860167f88a64962d8e999b916a20dfbbd08ac192b0e,135,13500,13500,100,3000,13500,13500,100
137,4533333333,4533333333,0,4533333333,4533333333,33333333,4533333333,4533333333,33333333,c5816df26c4c9cbe6e8240cb825fbedd4345488db3e9d55eae8153652642ec6c,8d9007d70eaead6cb44982a0e45723ff1020a8d2d0bf358b1a92745862607f09,136,13600,13600,100,3000,13600,13600,100
138,4566666666,4566666666,0,4566666666,4566666666,33333334,4566666666,4566666666,33333333,4eb668c81fa747f8db5404e89b03320835fd7d1d9901a2fe5b660858bcfe2622,c94257bde536c8ba853f969308cf5cabf41c3f2b3091818d2ef0d4c2ef9ffdab,137,13700,13700,100,3000,13700,13700,100
139,4600000000,4600000000,0,4600000000,4600000000,33333333,4600000000,4600000000,33333333,1c51b3acd573dd97ded5a9de27587f8487c9091d345d5252f1d10c7d3907a40f,0767f8766a1ea2707a0457e32af7e94313d30fb23e8cc83a341d03e87ffd1848,138,13800,13800,100,3000,13800,13800,100
140,4633333333,4633333333,0,4633333333,4633333333,33333333,4633333333,4633333333,33333333,1947b7322e7b2d767d82ae512453955d846ce280ab0e0f469e2bca0acb914b2d,b03fbe2c05ad1a119928f22b46a38ea5a86da93f8be7ac0f7c9398c39c3a4131,139,13900,13900,100,3000,13900,13900,100
141,4666666666,4666666666,0,4666666666,4666666666,33333334,4666666666,4666666666,33333333,fd1bb72c4590820378e4a5bd0887f3301de93db5e92e584def2f472882038753,f0ceed1ffddb18958e058caf403a07c7833b95efb62e388d5f06cae45e406bb0,140,14000,14000,100,3000,14000,14000,100
142,4700000000,4700000000,0,4700000000,4700000000,33333333,4700000000,4700000000,33333333,aa2453a3660f97000e75733ebd085c81272cb9c551904df7b1e6c10f6c23ec04,4151fe96c6f984dd19e89bd7d96cd3ac54996463d353187d33204ed38026470f,141,14100,14100,100,3000,14100,14100,100
143,4733333333,4733333333,0,4733333333,4733333333,33333333,4733333333,4733333333,33333333,cbdcedbccb34ad7575e23649f6c4e642436a3a7c90b6a5262ac2ebea88e0981f,361882059e2f06a77b58ec1578ae5c32404cee94b59fb52ab5337c5a2b39d3de,142,14200,14200,100,3000,14200,14200,100
144,4766666666,4766666666,0,4766666666,4766666666,33333334,4766666666,4766666666,33333333,d0e5703f7e11bacf28c4030b4f0522ecb32a75483da5e26f59198e9a72c3d8f6,8507bc3d736b910e318b3ce7f814e0430a9a5e4369179792680a879f9602a065,143,14300,14300,100,3000,14300,14300,100
145,4800000000,4800000000,0,4800000000,4800000000,33333333,4800000000,4800000000,33333333,eaf38f93de8f65e50e4ea586b3fc31a4ad2d1de1b799f4b5a90d6eba3dfc98e4,ac71ef67f07fc375c0955fbb6bb94169320381d3af78a29ae1502d33283747ca,144,14400,14400,100,3000,14400,14400,100
146,4833333333,4833333333,0,4833333333,4833333333,33333333,4833333333,4833333333,33333333,9e96391fae41b15ab3950dac13d109871641615b827b8a4ee3008dd00d590ea2,435e27dc3ff378e97ec9756bd1be4afb7c8a7bfd95990e050217d82e5c41cf44,145,14500,14500,100,3000,14500,14500,100
147,4866666666,4866666666,0,4866666666,4866666666,33333334,4866666666,4866666666,33333333,2492e1ddf31be0c17fd3ba6ca20e697d148abcd842c1f48151cfd5336ea5e25b,f928c3da1962e0cc7bedbe9f71084b79c0fe93d10758ab85ee8ccf3ee826461e,146,14600,14600,100,3000,14600,14600,100
148,4900000000,4900000000,0,4900000000,4900000000,33333333,4900000000,4900000000,33333333,c7c35f2882d524587c4738cc84ed04837a554239d5f68bc9b9f79e788f2902cc,f93fc0ee90fb794277018b3e1904f571c79f1026a2a39c277bbdfd566258f91a,147,14700,14700,100,3000,14700,14700,100
149,4933333333,4933333333,0,4933333333,4933333333,33333333,4933333333,4933333333,33333333,2d81296fadca33e18f23a7afd00018fc8cf72de187f2bd1f1eef4906df8491e8,e2f250f3937e3b74b045f50de61641917fda96eefdf94359ec0d35a202d4d2d4,148,14800,14800,100,3000,14800,14800,100
150,4966666666,4966666666,0,4966666666,4966666666,33333334,4966666666,4966666666,33333333,af9e3d9443d6f767abdb3f8f02b5002311d10926dc88f8100449ed2fdcf246ed,27c5d3256df23f1d768ce15a8fc51412f9de558647cb6a38b5a8f1e9a4c63fc5,149,14900,14900,100,3000,14900,14900,100
151,5000000000,5000000000,0,5000000000,5000000000,33333333,5000000000,5000000000,33333333,5efe8a9750811a192b42616b1d690367b8ae407e6c9c8f0bb0a6695a4d6bb607,86709eb37159e01944c312119fbda0fa7a69967fa5d998c9adf888d9ed5314f6,150,15000,15000,100,3000,15000,15000,100
152,5033333333,5033333333,0,5033333333,5033333333,33333333,5033333333,5033333333,33333333,b189cc00181d9bc9f7e72b58daf55030ff11b17c40078c489fb2fcd4a014568d,bb48e219a95d57b78957daddbfbc7312657db53b5a0bc3f04679faea1ae39f5e,151,15100,15100,100,3000,15100,15100,100
153,5066666666,5066666666,0,5066666666,5066666666,33333334,5066666666,5066666666,33333333,263e66cacff202056b63d7e4931f896c3b6ac2b4839df044a5b4ca1f5487853e,4dd25e73cb2055ac10c3ae91afaf580fbfd85d326585f358eb1d2dfaacfef19f,152,15200,15200,100,3000,15200,15200,100
154,5100000000,5100000000,0,5100000000,5100000000,33333333,5100000000,5100000000,33333333,5010b0f0c3ec246e3002382f23399f614c3a11a31f96551f3af8aa3acc05c152,7505ba7ebb479deaa0902ad9c2ada0805a779b1cbe7fca1388746afe9304b9d2,153,15300,15300,100,3000,15300,15300,100
155,5133333333,5133333333,0,5133333333,5133333333,33333333,5133333333,5133333333,33333333,36e7b0392925034c18b643c524e103c92e39c468d85ca3e0d63d9e7afc907715,c4e438da99a29f939c460822431d1afb2205fcb3f21a95c83db374be8f8b8c71,154,15400,15400,100,3000,15400,15400,100
156,5166666666,5166666666,0,5166666666,5166666666,33333334,5166666666,5166666666,33333333,a7186bd4304e8dfd372d07567e852578f311d87d5a42a1f63446575ec991f876,dbcf6222e46a50915a08caa252ee7ef3657878ce4424691c8840a8ec7b52f0d4,155,15500,15500,100,3000,15500,15500,100
157,5200000000,5200000000,0,5200000000,5200000000,33333333,5200000000,5200000000,33333333,c2732454c6541c09ff35d1e6c0db7172b19ebe211c10cd1973340e1ef3231568,ea44f5efeb69eb1103f32a43ce61a5bc6026a660ef34328615d9d7c24157ecf5,156,15600,15600,100,3000,15600,15600,100
158,5233333333,5233333333,0,5233333333,5233333333,33333333,5233333333,5233333333,33333333,2be54fbe4f9ce404a9916348d312961a66bc4a50d30b0cbb744a17e4e8237f5e,b51fc45497badc07a92e38fcd271d4fd20e3bdfe98672f35fd920204f01d15aa,157,15700,15700,100,3000,15700,15700,100
159,5266666666,5266666666,0,5266666666,5266666666,33333334,5266666666,5266666666,33333333,8719d81a58186fe4797dc3e2d9f0d7d5f7da882631022d3d8e5336dd9effddba,c8479ec2eef2650442ec75c4fd40703b3d8a4c2b385768efdb14d8f23c18840a,158,15800,15800,100,3000,15800,15800,100
160,5300000000,5300000000,0,5300000000,5300000000,33333333,5300000000,5300000000,33333333,f467074d09071c8458ab3b4e5f02d1fe358726e39c1e533f29b041264b368236,aead46d43ad9cf03cd760cebcc49f00e4d230346c8912a1adfd1b1b3e8380d8f,159,15900,15900,100,3000,15900,15900,100
161,5333333333,5333333333,0,5333333333,5333333333,33333333,5333333333,5333333333,33333333,7e9b872e93a31b6d15e3e0cfeb15ac75fbf32eca631b64fb0f51408c5d63894e,ed952e6f9e7bf66861de42962b77e62536067f5ca20a836ad182d78860eed831,160,16000,16000,100,3000,16000,16000,100
162,5366666666,5366666666,0,5366666666,5366666666,33333334,5366666666,5366666666,33333333,f4daf9a85f1ed86974ae71f218094eb7b7083ae4c6b0ebebdff9fc0fd2231063,f661c879fec9e7e548eab6ba0dad88e6402dc8781c66da181e5a7d9fbc7c1cbd,161,16100,16100,100,3000,16100,16100,100
163,5400000000,5400000000,0,5400000000,5400000000,33333333,5400000000,5400000000,33333333,1a988b74f052c0b8bd0d29af6e9e9a4cf6afef61237e35c28da6fdbf63660b48,8abbe9378502b800f3310b3dddcf7b481aee9a3891c2af4c3c80514545e3d85a,162,16200,16200,100,3000,16200,16200,100
164,5433333333,5433333333,0,5433333333,5433333333,33333333,5433333333,5433333333,33333333,8e74a794cbd20472bd7e450638e044495a0da5bdd86ebb96bb98b0b60838bf57,5266e2bd81f3dc6de270c44a3ddfb0734edd7df7c3cb0ef67e0c8bf5571df992,163,16300,16300,100,3000,16300,16300,100
165,5466666666,5466666666,0,5466666666,5466666666,33333334,5466666666,5466666666,33333333,9e26322d78146037d9f9617f6deb8a6f81474d278918893f35ab75b93d892014,1fc8e1d94589fd391bf958757c71712731a2e74c4908ee1f304a6a446a7f95ec,164,16400,16400,100,3000,16400,16400,100
166,5500000000,5500000000,0,5500000000,5500000000,33333333,5500000000,5500000000,33333333,ac2b8613e071e62e8e16652ebfa0e770b40c39945b5c60a72b6728f265863c6d,f256d373c95f78d2a82b8011f004266f76c3c1d434a1e33378dc142192eb05ea,165,16500,16500,100,3000,16500,16500,100
167,5533333333,5533333333,0,5533333333,5533333333,33333333,5533333333,5533333333,33333333,fdcd1006c29dc50724f7eaa08fddfefa6879ff67c1067807081ef5e70987915d,ccb64fd1448b6e7e127fae049405477498d9d981fd21b4980a63aa7b4d7fad14,166,16600,16600,100,3000,16600,16600,100
168,5566666666,5566666666,0,5566666666,5566666666,33333334,5566666666,5566666666,33333333,f758c826cfcdfd4627fcd0b6c2da457fafed179d87442c86315875db7a05bd76,fd41da7d3a4079e585f2595c70d9b516ae0885a093593bd38561b966eaf62bb5,167,16700,16700,100,3000,16700,16700,100
169,5600000000,5600000000,0,5600000000,5600000000,33333333,5600000000,5600000000,33333333,d921ce14546d078c9eeca4f8b369e31d3c690786df3429e9f048f19d1c38655d,f4e037a9b9272619054188bcf428acc505edc5cd1c7693d7a5823f98427df166,168,16800,16800,100,3000,16800,16800,100
170,5633333333,5633333333,0,5633333333,5633333333,33333333,5633333333,5633333333,33333333,ae6bc09dc82df1e6e5aee01bb7340b6eea4f967af545141a8f31b87aa9297081,cad940f54d10edfad83eb4c0aa217e3cf1946ac9de98da1fa6589a297f6acb0c,169,16900,16900,100,3000,16900,16900,100
171,5666666666,5666666666,0,5666666666,5666666666,33333334,5666666666,5666666666,33333333,721affed14392af87bf24b183e083082878381a0c0659a9370b41a5e0fbad6f1,d253eabb86d876ee12f58642769c6507f289dcac016acae5c29d8add66b352bf,170,17000,17000,100,3000,17000,17000,100
172,5700000000,5700000000,0,5700000000,5700000000,33333333,5700000000,5700000000,33333333,99aa14f6a6cdafda2342da7cf101e183b91275765019963cb42217203a0c440d,d4134f06d10f2edd8a46f16f832ac4f78b62d230b3e21a26524f9c2ca4cf24b8,171,17100,17100,100,3000,17100,17100,100
173,5733333333,5733333333,0,5733333333,5733333333,33333333,5733333333,5733333333,33333333,2db06cea99dcdba20302cce376f1a87fb92de25823eb7cd0133e6063a21b226e,a91bb8964a8c441e1472c709465de2631d8200d1592a32a340a4597124d526d4,172,17200,17200,100,3000,17200,17200,100
174,5766666666,5766666666,0,5766666666,5766666666,33333334,5766666666,5766666666,33333333,7abce4e989a03cc4d6ff899908234e91b90f4a0d8cf4a8b0b42e4fc889ea3e8e,5ba5ab604e22403d376cce4c1b4d8dafeb0bdedc5308bc6b95057a0b9f9bb382,173,17300,17300,100,3000,17300,17300,100
175,5800000000,5800000000,0,5800000000,5800000000,33333333,5800000000,5800000000,33333333,3443897a069f691a5b093fc82427410f17eabd5697f5b739d45f8292a25936a9,14213cdb1b81b50c7885bcf05fa757166b04a97fdc555fb899a9aac80dea34c4,174,17400,17400,100,3000,17400,17400,100
176,5833333333,5833333333,0,5833333333,5833333333,33333333,5833333333,5833333333,33333333,f42a53de29405c179f757687e1a6652c20c6e694e6370e9d89f77fb1fb58defa,8c233a2fe8d4e5e9640144218bf9e2c6adc456244105f446b9be1c30a1062a61,175,17500,17500,100,3000,17500,17500,100
177,5866666666,5866666666,0,5866666666,5866666666,33333334,5866666666,5866666666,33333333,c83c30ebf76b666747971edbe27b33628c6dbbb9c6ebbffec8436455309182c5,e4f2a94678876d5c885ad1fcfe61c2ae147d42bbdde9ff385a318f157da4709b,176,17600,17600,100,3000,17600,17600,100
178,5900000000,5900000000,0,5900000000,5900000000,33333333,5900000000,5900000000,33333333,a2d6387ab833a874eef959ecbc0adccf1d4c456e80b77f4f36212307d1b995f7,8f3c6e0e25f48f6b1a7748fe7ab73480b2a82cf6bf8f5efc9be58865500bbd5a,177,17700,17700,100,3000,17700,17700,100
179,5933333333,5933333333,0,5933333333,5933333333,33333333,5933333333,5933333333,33333333,fd8270a7b8275aa9090a9220665a2f5ebd305a923fce323634135d2a1c5d6a33,a6873c4883b6b900a6cb9f65cc73cb0cd7be8361c4a80d47a3bbfdd59af4f716,178,17800,17800,100,3000,17800,17800,100
180,5966666666,5966666666,0,5966666666,5966666666,33333334,5966666666,5966666666,33333333,821ff10e376f2137444f264309c96eb60f40750b149308b76a02a75dae05538b,8d219f63add53557fdf2e4531249a4cad87d0aa18f32e65359d8971f2682ffb0,179,17900,17900,100,3000,17900,17900,100
181,6000000000,6000000000,0,6000000000,6000000000,33333333,6000000000,6000000000,33333333,29e0996edc7c7b4264e08153dbeee4cc13fc26cc573deb44e2f0f17dcef3705e,584e600685358303d1b813582b76ca0aa48639e2e897c6455033449aac8edf75,180,18000,18000,100,3000,18000,18000,100
182,6033333333,6033333333,0,6033333333,6033333333,33333333,6033333333,6033333333,33333333,ba0e9ad0f099d3e4537387bc60d5443707789abfa9e68abc34d4493e91eba791,dd61eba0c90a634763fcd02d61454eadc4f4b64961ab4e24ea3b55cdacdde533,181,18100,18100,100,3000,18100,18100,100
183,6066666666,6066666666,0,6066666666,6066666666,33333334,6066666666,6066666666,33333333,e4e2876aef7c026eca902a8af84ed8e5311d4f54e34aa13e6b589b440c0cc15b,f999c2176d02422d2fefc7ea46cd7566c8ef7608cf4f0e3ba42954bb258122c1,182,18200,18200,100,3000,18200,18200,100
184,6100000000,6100000000,0,6100000000,6100000000,33333333,6100000000,6100000000,33333333,9bd499c5a2be1aa26a6b8dd492e9eefb9fed94a6be9f64bd2c6ac535b167b91d,88f287184d60b5081b1e5422b8f15a9fe4db0635c63545894879db929243afbc,183,18300,18300,100,3000,18300,18300,100
185,6133333333,6133333333,0,6133333333,6133333333,33333333,6133333333,6133333333,33333333,007d994c4d8d1117a959b1f467a98bc62fd075062506b31b7a67e38595124475,bcabf12251a6ed222e4cbdd145289544aa4c6fae3e08b46f8effc07b3d72f7ba,184,18400,18400,100,3000,18400,18400,100
